,feature_1,feature_2,feature_3,feature_4,feature_5
4717,Cato’s Governor Fiscal Grades: Taxes & Budget Ratings for 50 Governors | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14717
4718,Dunbar High School’s Integration Hurt Black Students & Reduced Academic Standards | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14718
4719,Clarence Thomas & the Smithsonian’s African American History Museum | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14719
4720,Barack Obama Legacy: Obamacare Failure & Aleppo Disaster | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14720
4721,Social Science & Religion Compared: Religion Can Be a Better Guide | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14721
4722,Donald Trump -- Republicans’ Presidential Nominee Can’t Be Simply Wished Away | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14722
4723,Saudi Arabia & Oil: Fracking Makes the Sheiks Cut Production | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14723
4724,Microaggressions & Victimhood Close Minds to the Truth of Tragedy and Heroism | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14724
4725,"Baltic Journal, Part IV | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14725
4726,Colin Kaepernick’s National Anthem Protests -- Education a Better Solution | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14726
4727,'Greek Life’: ‘Cultural Appropriation’ and 'Not Inclusive' at University of California Merced | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14727
4728,"Kelly Ayotte Says Trump’s Not Perfect, Neither Is She | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14728
4729,Bill Clinton: Obamacare Is 'Crazy'--He's Right | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14729
4730,"Yahoo’s Hacked Accounts: No Answers, No Solutions Yet | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14730
4731,NRCC Chairman Election: Reforms Brewing | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14731
4732,Intolerance: D.W. Griffith Film Was Greatest Movie Ever | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14732
4733,"ISIS Losing Ground, Still Strong Globally | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14733
4734,Natural Law -- C. S. Lewis’s Abolition of Man Is a Shining Light in a Dark Political Season | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14734
4735,Male Labor Force Participation Rate Drop Is About Masculine Identity | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14735
4736,Climate Change ‘Solutions’: Economic Cost Outweighs Environmental Benefits | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14736
4737,Hillary Clinton Scandals – Libya Prosecutions Undermined | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14737
4738,Hillary Clinton Campaign's Al Gore Recruitment Aimed at Millennials | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14738
4739,"Donald Trump, Fire Bureaucrats to Restore Accountability | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14739
4740,Hillary Clinton & Donald Trump Are Not Role Models | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14740
4741,"Baltic Journal, Part V | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14741
4742,Obamacare Public Option Debate Offers GOP a Chance to Finish the ACA | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14742
4743,Catholic Rosary: Father Donald Calloway Discusses New Book | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14743
4744,Hillary Clinton — Women-Smearing | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14744
4745,‘Men Without Work’ -- Nicholas Ebersradt's New Book Examines Family Erosion | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14745
4746,Hillary Clinton’s ‘Tax the Rich’ Plan Unpersuasive | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14746
4747,'Birth of a Nation' Review: Nate Parker's Slave Rebellion Movie Disappoints | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14747
4748,Donald Trump & Republican Party -- Can Trump Overcome His Demons and Be Disciplined? | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14748
4749,Donald Trump Washington Post Video: Roy Blunt & Missouri Republicans Stand by Nominee | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14749
4750,Vladimir Putin’s 1930s Strategy for Russia | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14750
4751,Hillary Clinton’s Email Lawyers: Cheryl Mills & Heather Samuelson’s Problematic Representation of Hillary Clinton. | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14751
4752,Gender Pronouns & Job Titles: Clarity Gives Way to Confusion | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14752
4753,Syria -- United States & the World Move Closer to War | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14753
4754,Ian McEwan’s Nutshell Inadvertently Sends a Pro-Life Message | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14754
4755,Chris Stevens' Death & Benghazi -- Obama Administration Misled Public | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14755
4756,Donald Trump & Hillary Clinton Debate in St. Louis | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14756
4757,"Donald Trump Replacement Plan: Impossible, Too Many Votes Cast Already | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14757
4758,Donald Trump & Hillary Clinton -- Debate Strategies for the 2016 Campaign. | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14758
4759,Donald Trump & Hillary Clinton: Focus Should Be What They Would Do as President | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14759
4760,Donald Trump & Sexual Ethics Outrage: Politics & Partisanship | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14760
4761,Utility Companies -- Hurricane Matthew Brings Out Cooperative Capitalism | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14761
4762,Donald Trump & Hillary Clinton: Debate Arrested His Slide | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14762
4763,Donald Trump Taj Mahal Closes | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14763
4764,Donald Trump Tape – Liberal Hysteria | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14764
4765,Donald Trump & Republican Party -- Is the Trump Train Running Down the GOP? | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14765
4766,"Baltic Journal, Part VI | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14766
4767,Congress & Donald Trump -- Republicans Are Right to Redirect Resources to the Former | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14767
4768,"Donald Trump Video Is Indefensible, but Hillary Clinton’s Actions Matter Most | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14768
4769,Non-Working Men & Painkillers: A Problem for America? | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14769
4770,Donald Trump – Democratic Hypocrisy Challenged | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14770
4771,Donald Trump’s 'Special Prosecutor for Hillary Clinton' Call at the Debate | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14771
4772,Donald Trump’s Access Hollywood Tape & the Republican Party's Crisis | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14772
4773,Anti-GMO Activists Stage Fake Monsanto Tribunal at The Hague | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14773
4774,"Social Conservatives’ Future Is Bright, Despite the Decline of Buckley-Style Fusionism | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14774
4775,"Hillary Clinton & Lincoln & Spielberg: Movie Celebrated Obama, Not Real Lincoln | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14775
4776,Rebuilding a Post-Trump Republican Party: A Response to Peter Spiliakos | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14776
4777,Donald Trump’s Corruption of the GOP Almost Complete | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14777
4778,‘Ideal President’ Necklace Designed in Hillary Clinton's Honor | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14778
4779,Donald Trump Hillary Clinton Debate Showed Again How Reprehensible Trump Is | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14779
4780,Progressives & Parenthood: Liberals’ Dangerous View of Kids’ Purpose | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14780
4781,Donald Trump & Hillary Clinton's 2016 Campaigns Represent the Triumph of Clintonism | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14781
4782,Barnard Event: Zumba Is ‘Cultural Appropriation’ | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14782
4783,Republican Reconciliation: Noah Rothman’s Never Trump — Trump Supporter Peace Terms Are Misguided | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14783
4784,William Weld: Hillary Clinton’s Newest Supporter? | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14784
4785,Abortion & Democratic Platform -- Pope John Paul II Showed a Better Way | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14785
4786,"WikiLeaks & Hillary Clinton Emails: Morally Questionable, Factually Accurate | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14786
4787,Hillary Clinton WikiLeaks Emails Reveal Her Many Political Weaknesses | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14787
4788,2016: A Year of Political Denial | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14788
4789,Evangelicals’ Spiritual Crisis: Moral Failures Led to Donald Trump | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14789
4790,Replacing Trump -- Electoral College Is the Key | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14790
4791,Donald Trump & Republican Party -- His Campaign to ‘Burn It Down’ Helps Democrats | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14791
4792,University of Michigan Students Monitored for Cultural Sensitivity | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14792
4793,Florida Voter Registration Deadline Extended: Federal Judge Overrules Governor Rick Scott | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14793
4794,Donald Trump's Media Spokesmen Defend the Indefensible | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14794
4795,2016 Economic & Cultural Dynamics in the West Echo Medieval Europe | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14795
4796,Clashing Republican Interests: Individual Politicians versus GOP Unity | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14796
4797,"Baltic Journal, Part VIII | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14797
4798,What Peace Means: Moral Truth Starting Point | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14798
4799,"Police Shootings, Terrence Crutcher: Why Cops Are Not Convicted | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14799
4800,Maine & Republicans: Cultural Divide Poses Future Challenge for GOP | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14800
4801,Donald Trump — Paul Ryan Was Unnecessarily Harsh with Him | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14801
4802,WikiLeaks: Hillary Clinton’s ISIS Memo & Plan to Arm Syrian Rebels | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14802
4803,Uber: London Mayor’s Plan to Overregulate Ride-Sharing | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14803
4804,"Donald Trump Video Shows His Obsession with Celebrity, Not Just Sexism | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14804
4805,Pumpkin Space Lattes = White Girl Privilege | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14805
4806,Donald Trump's Republican Bashing Endangers GOP Congress | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14806
4807,Obamacare Failure: Plans Canceled Left and Right | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14807
4808,"Donald Trump & Trumpism: Losing Candidate, Losing Message | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14808
4809,Evan McMullin Close to Lead in Utah Polls | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14809
4810,Young Hillary Diaries: Hollywood Pushes Pro-Democrat Myths | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14810
4811,Donald Trump & Hillary Clinton -- His Promise ‘Locker Her Up’ Subverts Democratic Norms | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14811
4812,Donald Trump Sexual Assault Allegations: Accusers’ Stories Match Access Hollywood Tape | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14812
4813,Donald Trump Scandals: Predictable Long Ago | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14813
4814,Donald Trump & Hillary Clinton: the American Republic Faces Much Greater Threats | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14814
4815,Billy Bush’s Suspension by NBC over Trump’s Lewd Remarks Is Nonsense | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14815
4816,Donald Trump Access Hollywood Video: Why Surprises Always Come in October | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14816
4817,Ron Johnson – Wisconsin Senate Reelection Prospects Brighten | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14817
4818,"Baltic Journal, Part IX | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14818
4819,Hillary Clinton – Late-Term-Abortion Supporter | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14819
4820,"David Seidemann, Brooklyn College Proffessor, Accused of Sexual Harrasment for Grading Requirements | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14820
4821,Podesta Leaks – Catholicism Undermined | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14821
4822,Donald Trump & Sexual Assault Boasts Reinforce Stereotypes of Conservatives | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14822
4823,Charter Schools -- Unions Push Democrats to Reverse Their Support for Them | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14823
4824,Donald Trump’s Evangelical Support Weakens but Key Figures Stay Loyal | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14824
4825,Donald Trump Attacks Republicans for Invisible Shackles Put on Him | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14825
4826,"Girl on the Train: Politically Correct, Sentimental Revenge Drama | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14826
4827,Hillary Clinton’s Syria Refugee Policy: Extremely Careless | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14827
4828,Hillary Clinton – Child Tax Proposal Flawed | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14828
4829,Hillary Clinton Childcare Plan Ignores One-Third of Families | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14829
4830,Donald Trump – Republican Congress Undermined | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14830
4831,Donald Trump & Evangelicals -- Why Are They Defending Him? | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14831
4832,Hillary Clinton's & Barack Obama’s E-mails -- WikiLeaks Reveals John Podesta’s Concern | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14832
4833,Donald Trump: Hillary Clinton Should Be Jailed -- He Has a Point | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14833
4834,The Consumer Financial Protection Bureau is ruled unconstitutional. | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14834
4835,Donald Trump & Republican Party -- Economic Growth Will Save the GOP from Populists | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14835
4836,Jewish Soldiers Word War II Heroes -- & Christian Soldiers Too | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14836
4837,Planned Parenthood’s 100 Year Anniversary: Margaret Sanger’s Organization Hurts Women | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14837
4838,Elena Ferrante Political Correctness Controversy & Progressive Opposition to Creativity | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14838
4839,Mother Teresa of Calcutta: Saint of Virtue | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14839
4840,Donald Trump: Conservatives Should Vote for Him for President | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14840
4841,Donald Trump – Rigged Election Charges False | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14841
4842,Donald Trump Tax Loss — Maybe Just a Lucky Break | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14842
4843,Kelly Ayotte Struggles to Survive Donald Trump | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14843
4844,"Wage Stagnation: Blame Government, Not Markets | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14844
4845,The Colombian Nobel: A decision in historical context | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14845
4846,Donald Trump's Chinese-American Women Supporters Make Case for Him | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14846
4847,Europe – Civilizational Confidence Crisis | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14847
4848,Donald Trump & Election Fraud -- Monitors at Polling Places Are a Good Idea | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14848
4849,James Grant – Monetary Manipulation Must End | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14849
4850,Donald Trump & Hillary Clinton – Not the Apocalypse | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14850
4851,Donald Trump & Hillary Clinton – Character Debate | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14851
4852,Nevada Senate Race: Harry Reid’s Last Battle | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14852
4853,Donald Trump Is Winning Fewer Votes than Mitt Romney | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14853
4854,Battle for Mosul: ISIS Defeat Would Give America Second Chance in Iraq | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14854
4855,Hillary Clinton & Donald Trump's Poll Numbers Will Remain Close | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14855
4856,Harambe Halloween Costume: ‘Cultural Appropriation’ Says Florida State University Poster | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14856
4857,Aborted Fetal Tissue Lawsuit -- Orange County District Attorney Sues Planned Parenthood Affiliated Medical Research Companies | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14857
4858,Hillary Clinton Won’t Destroy America | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14858
4859,WikiLeaks Podesta Emails Reveal Obama Administration Role in Clinton Email Scandal | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14859
4860,Donald Trump's Howard Stern Tapes: How He Should Have Handled Them | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14860
4861,Presidential Election 2016: Media & Political Institutions Are Imploding | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14861
4862,Pro-Trump Christians Unfairly Criticized | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14862
4863,Hillary Clinton 2016 -- Open Borders and More | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14863
4864,Donald Trump & ‘Rigged’ Election: Voter-Fraud Claims Unfounded | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14864
4865,Melania Trump's Cable Interviews Help Restore Confidence in Donald Trump | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14865
4866,Mindy Finn -- Evan McMullin's Vice Presidential Running Mate | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14866
4867,"Donald Trump's Drug Test Request is Sexist, According to ""The Independent"" | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14867
4868,WikiLeaks John Podesta E-Mails: Clinton Campaign Took Money from Foreign Lobbyists | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14868
4869,Will Hurd: GOP Rising Star Texas 23 | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14869
4870,Donald Trump Campaign Loss Will Hurt GOP in 2020 | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14870
4871,"Background Checks Help Black Workers, and the Left Shouldn’t Curb Them | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14871
4872,Donald Trump Harming Republicans May Affect House and Senate in 2016 Elections | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14872
4873,Hillary Clinton -- Gun Control & Abortion Bring Out Her Skill at Obfuscation | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14873
4874,"Hillary Clinton, Unqualified Presidential Candidate | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14874
4875,"Chris Wallace: Debate Moderator, Not Fact-Checker, Wins Praise | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14875
4876,Hillary Clinton & Partial-Birth Abortion: Defending the Indefensible | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14876
4877,Hillary Clinton & Donald Trump: Las Vegas Debate Ends in a Draw | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14877
4878,"Hillary Clinton 2016, Bill Clinton 1996: Republican Strategies Are the Same | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14878
4879,"‘The Greatest Pop Song Ever Sung,’ Part I | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14879
4880,Halloween Costumes -- Appropriation Says Political Correctness | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14880
4881,"Donald Trump: Media’s Least Favorite Republican, for Now | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14881
4882,Hillary Clinton & Gun Control Advice: Prosecute Straw Buyers | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14882
4883,Hillary Clinton’s Second Amendment & Gun Control Policy Incoherence | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14883
4884,"Religious Freedom -- Jewish Ritual Is Stopped by Judge, Outrageously | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14884
4885,Vermont Wind Energy: Payments for Voters if Project Is Approved | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14885
4886,Donald Trump’s Sexism Advances Feminist Narrative | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14886
4887,WikiLeaks Emails & Hillary Clinton -- Revelations Will Haunt Her Presidency | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14887
4888,California FACT Act Abortion Advertisements: Pro-Life Crisis Pregnancy Centers | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14888
4889,Colleges & Diversity of Ideas: Free Speech Codes & Higher Education Shouldn’t Mix | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14889
4890,"Patrick Kennedy’s State Department “Quid Pro Quo” with FBI: Corruption, Not Bribery | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14890
4891,"DePaul University Bans Pro-Life Poster, Citing ‘Catholic Values’ | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14891
4892,Republican Tax Reform Plan Takes Lessons from Reagan | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14892
4893,Obamacare Unravelling: Liberals Push Single-Payer Replacement | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14893
4894,Donald Trump’s “Rigged Election” Complaint & Voter Fraud | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14894
4895,Retaking Mosul: US Role Crucial | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14895
4896,"2016 Presidential Race: Scandals, Civil War, Money, and Time Are Crucial Factors | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14896
4897,Presidential Debate Moderators: Liberal Partisans | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14897
4898,Donald Trump’s Alt-Right Supporters: Internet Abuse Must End | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14898
4899,Hillary Clinton – Free Speech Opponent | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14899
4900,Media Bias -- Liberal Reporters Hide Bias by Claiming They Are Independents | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14900
4901,Donald Trump Hillary Clinton Debate Abortion | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14901
4902,"In Gettysburg, We Need the Pro-Life, Pro-Growth, King-Dollar Donald Trump | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14902
4903,"‘The Greatest Pop Song Ever Sung,’ Part II | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14903
4904,"Archbishop Chaput: American Catholics, Separate from American Culture to Contribute to It | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14904
4905,Hillary Clinton – Third Debate Lies | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14905
4906,Hillary Clinton & Clean Energy: Dangerously Unrealistic | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14906
4907,Mitt Romney -- Progressives' Newfound Respect for Him Is Hypocritical | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14907
4908,Hillary Clinton’s Citizens United Argument Stokes Fears about Dark Money in Elections | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14908
4909,Moonlight: Barry Jenkins Pitches Intersectionality in His Latest Movie | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14909
4910,Donald Trump 2016 -- Kellyanne Conway Blames ‘Never Trump’ for Trump’s Slide | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14910
4911,Demotic Protest Politics at Colombia & Brexit -- Donald Trump’s Candidacy Not a Parallel | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14911
4912,"Hillary Clinton Email -- Classified Information Was Obvious to Her, and She Lied | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14912
4913,Donald Trump & Republican Party -- 2016 Brings Old Challenges in New Forms | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14913
4914,Nate Parker’s ‘Birth of a Nation’ Whitewashes Nat Turner Slave Rebellion | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14914
4915,"Impromptus: Trump, Buchanan, Bush (41), Ferraro, the Marx Bros., and more | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14915
4916,North Korea & Iran Nuclear Threats: How to Stop Them | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14916
4917,Hillary Clinton’s Security Detail Curses & Foul Mouth | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14917
4918,"Surveillance: License Plates, Faces Are Routinely Tracked and Stored | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14918
4919,Ron Johnson’s Wisconsin Senate Race -- Republican Hopes May Rest on Him | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14919
4920,Republican Congress: Conservative Majority to Restrain Hillary | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14920
4921,California Route 99 – Political Elitism Failing to Address Everyday Problems | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14921
4922,Donald Trump Voters & Never Trumpers Share Common Ground | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14922
4923,Replace Obamacare Case Strengthens Daily | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14923
4924,Republican Party’s 2020 Campaign -- Hillary Clinton Will Be Beatable | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14924
4925,"Venezuela Near Collapse, Maduro Dictatorship Takes Hold | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14925
4926,"'The Vagina Monolagues' -- College Cancels Performance Because It's Offensive, Apparently | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14926
4927,"A Couple of Givers: Bruce & Suzie Kovner, Part IV | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14927
4928,Social Conservatism Is Not Dying | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14928
4929,Cuba & U.S. Embargo: Obama’s United Nations Ambassador Abstains from Vote | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14929
4930,Hillary Clinton & Donald Trump: Voters Are Sick of Them | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14930
4931,Social Media Killed Juvenile Delinquency by Putting Cameras Everywhere | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14931
